<<<<<<< HEAD
crsCode77492,deptId91205,crsName55891,descr67132,
crsCode587038,deptId639193,crsName970628,descr63927
crsCode307071,deptId840045,crsName214708,descr676151
crsCode960450,deptId863307,crsName137280,descr885238
crsCode141169,deptId853847,crsName218447,descr239631
crsCode443826,deptId501524,crsName304495,descr163470
crsCode475716,deptId796690,crsName875423,descr782966
crsCode468824,deptId532165,crsName100406,descr443422
crsCode757386,deptId30002,crsName628980,descr701750
crsCode439098,deptId303810,crsName399716,descr101223
crsCode887052,deptId153657,crsName103146,descr742040
crsCode309240,deptId868160,crsName748655,descr970958
crsCode806030,deptId292958,crsName332133,descr79723
crsCode750858,deptId292101,crsName844793,descr672087
crsCode35407,deptId515273,crsName297045,descr551676
crsCode864196,deptId206508,crsName280975,descr786219
crsCode278920,deptId819092,crsName648817,descr74972
crsCode188051,deptId265438,crsName620837,descr115346
crsCode504810,deptId81227,crsName333373,descr360413
crsCode818942,deptId864088,crsName48669,descr807609
crsCode74210,deptId57260,crsName899398,descr444820
crsCode39143,deptId392043,crsName630015,descr957741
crsCode47639,deptId207400,crsName100065,descr334488
crsCode719498,deptId602103,crsName22080,descr312286
crsCode584103,deptId948895,crsName458481,descr182081
crsCode786171,deptId311470,crsName5885,descr915485
crsCode934575,deptId929063,crsName55649,descr878249
crsCode257065,deptId787991,crsName877950,descr187165
crsCode573570,deptId926982,crsName55331,descr519214
crsCode47263,deptId308872,crsName291957,descr514485
crsCode609262,deptId620787,crsName663865,descr564717
crsCode884543,deptId517867,crsName676734,descr760027
crsCode306044,deptId303704,crsName152362,descr360392
crsCode236295,deptId134201,crsName151391,descr893546
crsCode584687,deptId511250,crsName811849,descr593057
crsCode725390,deptId53633,crsName715334,descr85149
crsCode474433,deptId455151,crsName301299,descr295580
crsCode789765,deptId27041,crsName919632,descr60817
crsCode447722,deptId740206,crsName256015,descr192096
crsCode828023,deptId159627,crsName397182,descr742022
crsCode184283,deptId187394,crsName51277,descr51222
crsCode158667,deptId65474,crsName986494,descr653470
crsCode330556,deptId835855,crsName461674,descr77544
crsCode115007,deptId303962,crsName799786,descr789212
crsCode420084,deptId466859,crsName795560,descr855235
crsCode477420,deptId206906,crsName897794,descr434726
crsCode39007,deptId368734,crsName40599,descr738325
crsCode920134,deptId345565,crsName203378,descr196995
crsCode721751,deptId771938,crsName160401,descr737871
crsCode692827,deptId44620,crsName68369,descr287325
crsCode611245,deptId238690,crsName188727,descr270691
crsCode459217,deptId570533,crsName355421,descr913728
crsCode120174,deptId859774,crsName999159,descr882950
crsCode28969,deptId742615,crsName156673,descr71832
crsCode245664,deptId962054,crsName292039,descr957231
crsCode647488,deptId669539,crsName574544,descr82359
crsCode990020,deptId365242,crsName565928,descr152598
crsCode378250,deptId881628,crsName381769,descr392844
crsCode753491,deptId451728,crsName877349,descr273269
crsCode638679,deptId810791,crsName759571,descr401964
crsCode192259,deptId193005,crsName189971,descr772618
crsCode948881,deptId649659,crsName443903,descr710348
crsCode216705,deptId719274,crsName530449,descr586642
crsCode887673,deptId298722,crsName436427,descr408900
crsCode520886,deptId305552,crsName505415,descr200079
crsCode239214,deptId106422,crsName456859,descr417613
crsCode559364,deptId700828,crsName503912,descr393411
crsCode886311,deptId368804,crsName944768,descr963331
crsCode568136,deptId453307,crsName495537,descr98290
crsCode376748,deptId654834,crsName162788,descr160407
crsCode123022,deptId26025,crsName319331,descr952581
crsCode631006,deptId573527,crsName712271,descr666370
crsCode256935,deptId246049,crsName247967,descr946522
crsCode178781,deptId893052,crsName777413,descr121364
crsCode90954,deptId546035,crsName412976,descr644436
crsCode395616,deptId227416,crsName949163,descr697360
crsCode766252,deptId728645,crsName479843,descr323053
crsCode800172,deptId152334,crsName765446,descr509813
crsCode670647,deptId61445,crsName87686,descr305847
crsCode684826,deptId567848,crsName154044,descr45052
crsCode614980,deptId316459,crsName199338,descr379681
crsCode735319,deptId750174,crsName137689,descr901142
crsCode20702,deptId759100,crsName136673,descr221681
crsCode94942,deptId788623,crsName794375,descr864624
crsCode866501,deptId192642,crsName879424,descr654666
crsCode224255,deptId497797,crsName960020,descr444784
crsCode923880,deptId694103,crsName894494,descr500005
crsCode348764,deptId613555,crsName674032,descr169399
crsCode248169,deptId964697,crsName834131,descr389849
crsCode778854,deptId829303,crsName83627,descr453918
crsCode15133,deptId519732,crsName31161,descr351188
crsCode346723,deptId647130,crsName636027,descr624443
crsCode160201,deptId453022,crsName874286,descr721312
crsCode129707,deptId335180,crsName454900,descr774043
crsCode945829,deptId694611,crsName793936,descr885857
crsCode265446,deptId760043,crsName288525,descr799687
crsCode447580,deptId871646,crsName481534,descr741204
crsCode872143,deptId337274,crsName986081,descr547329
crsCode489802,deptId183762,crsName826781,descr64911
crsCode868595,deptId866155,crsName243051,descr127685
crsCode899324,deptId333450,crsName745937,descr215429
crsCode248178,deptId137176,crsName649416,descr690122
crsCode474675,deptId952431,crsName869631,descr410753
crsCode706045,deptId194435,crsName759928,descr289600
crsCode630497,deptId770480,crsName477713,descr187687
crsCode692246,deptId924507,crsName641629,descr893266
crsCode933097,deptId716808,crsName594801,descr756664
crsCode173458,deptId56120,crsName90171,descr820131
crsCode980834,deptId74301,crsName94731,descr767436
crsCode580953,deptId653468,crsName605046,descr851602
crsCode968341,deptId188572,crsName526415,descr254487
crsCode464612,deptId338033,crsName706646,descr527607
crsCode285050,deptId707072,crsName856365,descr80998
crsCode687358,deptId73807,crsName624837,descr659685
crsCode601535,deptId568267,crsName270936,descr404641
crsCode934148,deptId725748,crsName95823,descr614632
crsCode825088,deptId199273,crsName754435,descr581832
crsCode678436,deptId606668,crsName116064,descr436358
crsCode353167,deptId586385,crsName582950,descr554104
crsCode808417,deptId498536,crsName339081,descr386368
crsCode250541,deptId722821,crsName439097,descr924645
crsCode126988,deptId509640,crsName61820,descr275279
crsCode953486,deptId785230,crsName785206,descr204703
crsCode340428,deptId27155,crsName118731,descr984361
crsCode9881,deptId413698,crsName297627,descr119183
crsCode732951,deptId90332,crsName72428,descr907643
crsCode225317,deptId565888,crsName841574,descr417272
crsCode931766,deptId368924,crsName217655,descr800622
crsCode526205,deptId211121,crsName674966,descr164920
crsCode123780,deptId696764,crsName436133,descr850596
crsCode857500,deptId788038,crsName441840,descr944902
crsCode215919,deptId120394,crsName634835,descr980601
crsCode369265,deptId309054,crsName259319,descr755123
crsCode612213,deptId410880,crsName274940,descr267524
crsCode305244,deptId254174,crsName877235,descr639019
crsCode465832,deptId114818,crsName218690,descr189589
crsCode611887,deptId630840,crsName232683,descr509683
crsCode114090,deptId620958,crsName397734,descr990134
crsCode826477,deptId418471,crsName101738,descr921578
crsCode192753,deptId611851,crsName107467,descr204332
crsCode815309,deptId164559,crsName500477,descr452554
crsCode640708,deptId435372,crsName58998,descr637621
crsCode83255,deptId935839,crsName852722,descr608933
crsCode975611,deptId661324,crsName809744,descr318538
crsCode377157,deptId991568,crsName956442,descr98538
crsCode826562,deptId528290,crsName636962,descr704539
crsCode59139,deptId747684,crsName33223,descr335071
crsCode678870,deptId63052,crsName570583,descr120599
crsCode239088,deptId391465,crsName707982,descr508966
crsCode321734,deptId415893,crsName952381,descr163683
crsCode528826,deptId585014,crsName971206,descr889018
crsCode61938,deptId731888,crsName278083,descr759584
crsCode782469,deptId630443,crsName508999,descr553648
crsCode709455,deptId430140,crsName696188,descr197415
crsCode121828,deptId509618,crsName950891,descr972280
crsCode752225,deptId507904,crsName454299,descr908429
crsCode69214,deptId688898,crsName132624,descr251548
crsCode258303,deptId417901,crsName945397,descr894625
crsCode827498,deptId704472,crsName20500,descr80125
crsCode385235,deptId53921,crsName137793,descr308011
crsCode292274,deptId244413,crsName541911,descr463707
crsCode878678,deptId632160,crsName813786,descr268589
crsCode306772,deptId810501,crsName468028,descr721675
crsCode76567,deptId720219,crsName943611,descr169891
crsCode425947,deptId809676,crsName45287,descr356480
crsCode80117,deptId94378,crsName24001,descr338244
crsCode665162,deptId501048,crsName70975,descr842692
crsCode294304,deptId152915,crsName6381,descr579584
crsCode140177,deptId214076,crsName840429,descr748541
crsCode361051,deptId512642,crsName352927,descr42945
crsCode245141,deptId143696,crsName991835,descr956907
crsCode998845,deptId228049,crsName808347,descr625644
crsCode900140,deptId521339,crsName104118,descr534246
crsCode53034,deptId129343,crsName766215,descr122207
crsCode703454,deptId335436,crsName199788,descr656994
crsCode56734,deptId607674,crsName627306,descr530674
crsCode671589,deptId313754,crsName28270,descr391468
crsCode538146,deptId808471,crsName648239,descr348408
crsCode549421,deptId935368,crsName195759,descr720171
crsCode733588,deptId790870,crsName700895,descr87869
crsCode444116,deptId275269,crsName283298,descr937250
crsCode727331,deptId576224,crsName5290,descr331718
crsCode340906,deptId639109,crsName950527,descr254058
crsCode334609,deptId148746,crsName943774,descr741142
crsCode120178,deptId549643,crsName894206,descr117690
crsCode885359,deptId117778,crsName404589,descr517605
crsCode390431,deptId526305,crsName385561,descr741473
crsCode408803,deptId558174,crsName761643,descr648617
crsCode952791,deptId358428,crsName614670,descr384391
crsCode170340,deptId251138,crsName817806,descr272590
crsCode861427,deptId171034,crsName204699,descr786097
crsCode105212,deptId767032,crsName736684,descr391103
crsCode494524,deptId384196,crsName147712,descr440444
crsCode748037,deptId491943,crsName193599,descr675165
crsCode423791,deptId749966,crsName377088,descr290335
crsCode937196,deptId625502,crsName888420,descr465668
crsCode858618,deptId14836,crsName294751,descr275243
crsCode270577,deptId635479,crsName447703,descr107211
crsCode352188,deptId479869,crsName370404,descr216652
crsCode245284,deptId280055,crsName411960,descr262081
crsCode767752,deptId219385,crsName410904,descr620486
crsCode543657,deptId695242,crsName724296,descr997747
crsCode298210,deptId783172,crsName947653,descr379770
crsCode912437,deptId919049,crsName248236,descr182051
crsCode965823,deptId369794,crsName931640,descr419296
crsCode757070,deptId768021,crsName489833,descr399567
crsCode976137,deptId934883,crsName564607,descr384845
crsCode814989,deptId261242,crsName737573,descr301233
crsCode791833,deptId233502,crsName410603,descr444268
crsCode33759,deptId4783,crsName956780,descr525115
crsCode931451,deptId625719,crsName21135,descr868102
crsCode879807,deptId797842,crsName969384,descr753753
crsCode782125,deptId323834,crsName928382,descr940348
crsCode159358,deptId580911,crsName722024,descr918704
crsCode464863,deptId929663,crsName883664,descr773001
crsCode397883,deptId41335,crsName246297,descr628195
crsCode580275,deptId346022,crsName184669,descr78978
crsCode891115,deptId325258,crsName440975,descr878538
crsCode884478,deptId48858,crsName688320,descr651415
crsCode821201,deptId115311,crsName526781,descr616762
crsCode122437,deptId896592,crsName522581,descr161361
crsCode417286,deptId937753,crsName484087,descr383938
crsCode998784,deptId458310,crsName347322,descr562836
crsCode878962,deptId941985,crsName751671,descr399337
crsCode537499,deptId666822,crsName841297,descr99100
crsCode369360,deptId164112,crsName334869,descr562931
crsCode568687,deptId427426,crsName862844,descr48193
crsCode956014,deptId514772,crsName791309,descr909467
crsCode693709,deptId860535,crsName125983,descr531764
crsCode144042,deptId403015,crsName287101,descr82968
crsCode922163,deptId707820,crsName447330,descr296897
crsCode278709,deptId294061,crsName300771,descr238554
crsCode383635,deptId557106,crsName783532,descr589837
crsCode398675,deptId52339,crsName909474,descr209035
crsCode355091,deptId589891,crsName674280,descr692824
crsCode429337,deptId988083,crsName870525,descr452623
crsCode886343,deptId504484,crsName575043,descr116986
crsCode342765,deptId778925,crsName969627,descr817286
crsCode616505,deptId728613,crsName238699,descr795878
crsCode639689,deptId491917,crsName821953,descr787079
crsCode346145,deptId625629,crsName715665,descr552875
crsCode718520,deptId309353,crsName987994,descr268517
crsCode294573,deptId231920,crsName725735,descr490479
crsCode414167,deptId929857,crsName613362,descr850091
crsCode644858,deptId7115,crsName361315,descr32309
crsCode874517,deptId955455,crsName116918,descr204129
crsCode405016,deptId219364,crsName68282,descr811990
crsCode969138,deptId832375,crsName340213,descr238086
crsCode497801,deptId336636,crsName271461,descr225481
crsCode240195,deptId606309,crsName486177,descr779925
crsCode27521,deptId118942,crsName826974,descr244380
crsCode166316,deptId840371,crsName259022,descr896194
crsCode545127,deptId522015,crsName772835,descr471674
crsCode379812,deptId847922,crsName27058,descr887484
crsCode582738,deptId971741,crsName976818,descr840100
crsCode103284,deptId36829,crsName174947,descr957610
crsCode590413,deptId683906,crsName202251,descr316410
crsCode708088,deptId651483,crsName984987,descr554864
crsCode886292,deptId466688,crsName755569,descr762674
crsCode362524,deptId360508,crsName331639,descr874921
crsCode852756,deptId938133,crsName917224,descr164444
crsCode886111,deptId876601,crsName776563,descr621995
crsCode346926,deptId233222,crsName123832,descr697638
crsCode758483,deptId459957,crsName352495,descr704712
crsCode773299,deptId796644,crsName637800,descr638803
crsCode590746,deptId928832,crsName659181,descr402313
crsCode670697,deptId627084,crsName493571,descr154052
crsCode38442,deptId315152,crsName809935,descr460083
crsCode853444,deptId737312,crsName688470,descr459825
crsCode483338,deptId337735,crsName578205,descr618755
crsCode532973,deptId475089,crsName820591,descr196846
crsCode922322,deptId46962,crsName484733,descr258099
crsCode938302,deptId611478,crsName292575,descr561769
crsCode492654,deptId107654,crsName950777,descr838581
crsCode132676,deptId370356,crsName426809,descr570279
crsCode679003,deptId761571,crsName313724,descr311092
crsCode648123,deptId141685,crsName648144,descr904652
crsCode38184,deptId447378,crsName591124,descr378456
crsCode636117,deptId914995,crsName233084,descr232978
crsCode980598,deptId813896,crsName247985,descr289152
crsCode498611,deptId705228,crsName810197,descr538830
crsCode90168,deptId636259,crsName533028,descr220935
crsCode133993,deptId21548,crsName52406,descr235568
crsCode490419,deptId177065,crsName728929,descr335105
crsCode801854,deptId227336,crsName301243,descr736256
crsCode107262,deptId178510,crsName55868,descr368188
crsCode605993,deptId379295,crsName660354,descr284964
crsCode667907,deptId240044,crsName491503,descr608706
crsCode663317,deptId481209,crsName118701,descr775191
crsCode6396,deptId326858,crsName502930,descr497683
crsCode480413,deptId258665,crsName583518,descr308401
crsCode791862,deptId200663,crsName784033,descr161133
crsCode293968,deptId876877,crsName417274,descr581283
crsCode758225,deptId320045,crsName881722,descr473030
crsCode639533,deptId730634,crsName901094,descr979193
crsCode237757,deptId216080,crsName815451,descr627533
crsCode727528,deptId549010,crsName342220,descr553624
crsCode563069,deptId804334,crsName831528,descr800174
crsCode428899,deptId150751,crsName225815,descr95615
crsCode105127,deptId383263,crsName548706,descr215117
crsCode452789,deptId829111,crsName33394,descr4167
crsCode269602,deptId394532,crsName75312,descr422087
crsCode936038,deptId759208,crsName711948,descr549413
crsCode5351,deptId740778,crsName909273,descr157878
crsCode374576,deptId490506,crsName239830,descr280933
crsCode183936,deptId266374,crsName108168,descr683947
crsCode936703,deptId857602,crsName187650,descr582574
crsCode331276,deptId655351,crsName981959,descr621428
crsCode707953,deptId338683,crsName149958,descr228866
crsCode607800,deptId634216,crsName72451,descr22037
crsCode195863,deptId835500,crsName517591,descr196220
crsCode44486,deptId238893,crsName228750,descr108560
crsCode444722,deptId852054,crsName168110,descr964113
crsCode577034,deptId721923,crsName542551,descr662751
crsCode67126,deptId216581,crsName394694,descr282898
crsCode690663,deptId123282,crsName755315,descr25462
crsCode614729,deptId129036,crsName624475,descr677542
crsCode266453,deptId979308,crsName427608,descr267011
crsCode15876,deptId608459,crsName983595,descr538898
crsCode806174,deptId693005,crsName400732,descr808560
crsCode715952,deptId457514,crsName668984,descr668722
crsCode503068,deptId541018,crsName228026,descr489821
crsCode6347,deptId794845,crsName552708,descr986046
crsCode168189,deptId713956,crsName739980,descr922536
crsCode22976,deptId373599,crsName594452,descr329672
crsCode431999,deptId487460,crsName504721,descr321382
crsCode414066,deptId719865,crsName906477,descr901434
crsCode825971,deptId331134,crsName228200,descr740521
crsCode634929,deptId431098,crsName515865,descr276123
crsCode969853,deptId901184,crsName662675,descr633913
crsCode916802,deptId24893,crsName234915,descr242696
crsCode754641,deptId115361,crsName769013,descr358813
crsCode289178,deptId839464,crsName360278,descr250940
crsCode27960,deptId928964,crsName878484,descr346193
crsCode447139,deptId276713,crsName97345,descr174538
crsCode516553,deptId677364,crsName161367,descr98959
crsCode223542,deptId188217,crsName385077,descr641183
crsCode365679,deptId192359,crsName15303,descr535304
crsCode336223,deptId642010,crsName931973,descr329731
crsCode258665,deptId49150,crsName449042,descr40425
crsCode600412,deptId419034,crsName19012,descr975254
crsCode118148,deptId211392,crsName835075,descr714841
crsCode826461,deptId274384,crsName451914,descr995477
crsCode787363,deptId60132,crsName401803,descr562167
crsCode190341,deptId972635,crsName436527,descr728723
crsCode665911,deptId89477,crsName681915,descr605598
crsCode315111,deptId205032,crsName675598,descr338562
crsCode816711,deptId388141,crsName377799,descr461794
crsCode86665,deptId915370,crsName754435,descr154666
crsCode992361,deptId924557,crsName517955,descr588753
crsCode626980,deptId679713,crsName563181,descr569326
crsCode978438,deptId581632,crsName603433,descr470580
crsCode799329,deptId361622,crsName650476,descr52300
crsCode931353,deptId812493,crsName136145,descr393037
crsCode812445,deptId664282,crsName461283,descr775771
crsCode6320,deptId958692,crsName345783,descr827673
crsCode299813,deptId960780,crsName263542,descr382540
crsCode905321,deptId231261,crsName205817,descr882317
crsCode27194,deptId177426,crsName938701,descr709930
crsCode588598,deptId577598,crsName624790,descr186139
crsCode656206,deptId997276,crsName491791,descr124444
crsCode461593,deptId988659,crsName972079,descr655147
crsCode117253,deptId169446,crsName375463,descr483296
crsCode690088,deptId384214,crsName460104,descr543460
crsCode546356,deptId189108,crsName453762,descr448143
crsCode269193,deptId590950,crsName268296,descr973346
crsCode691173,deptId896597,crsName374991,descr104030
crsCode825617,deptId845428,crsName407167,descr924945
crsCode605986,deptId748541,crsName594776,descr756475
crsCode55084,deptId241015,crsName433356,descr110179
crsCode153533,deptId489087,crsName743910,descr364851
crsCode548151,deptId736093,crsName15574,descr684923
crsCode795989,deptId694859,crsName215433,descr564749
crsCode51163,deptId221139,crsName515363,descr50792
crsCode800478,deptId452886,crsName311452,descr119052
crsCode538157,deptId49961,crsName631540,descr559916
crsCode793115,deptId443353,crsName79444,descr550786
crsCode525162,deptId78735,crsName100355,descr616316
crsCode558678,deptId422927,crsName902465,descr954132
crsCode483643,deptId127450,crsName954692,descr195773
crsCode261603,deptId243444,crsName900556,descr738809
crsCode920944,deptId942784,crsName315557,descr393544
crsCode703522,deptId510151,crsName439417,descr206394
crsCode391558,deptId490711,crsName993615,descr680934
crsCode642172,deptId592072,crsName96676,descr820595
crsCode533667,deptId561306,crsName474852,descr467219
crsCode919779,deptId261050,crsName237829,descr360528
crsCode13462,deptId540515,crsName54465,descr682366
crsCode101652,deptId483809,crsName457198,descr803984
crsCode757337,deptId990385,crsName347259,descr719751
crsCode304597,deptId414917,crsName454793,descr848773
crsCode888785,deptId838116,crsName478371,descr767616
crsCode572857,deptId780461,crsName628252,descr84818
crsCode892874,deptId367739,crsName294596,descr301357
crsCode491864,deptId521572,crsName121670,descr43115
crsCode300284,deptId738012,crsName173089,descr161283
crsCode911642,deptId628791,crsName426049,descr473752
crsCode857739,deptId593612,crsName958905,descr405355
crsCode429163,deptId750965,crsName366688,descr250801
crsCode307200,deptId407858,crsName247685,descr898560
crsCode101701,deptId104557,crsName885200,descr489122
crsCode9107,deptId605784,crsName338550,descr426572
crsCode300715,deptId540978,crsName624152,descr1961
crsCode114530,deptId259625,crsName341305,descr431375
crsCode504809,deptId818714,crsName408474,descr287251
crsCode392376,deptId813300,crsName54004,descr797624
crsCode254935,deptId287482,crsName530641,descr246850
crsCode463753,deptId341159,crsName990984,descr555113
crsCode149013,deptId667435,crsName666707,descr988841
crsCode15986,deptId542676,crsName390990,descr35446
crsCode753550,deptId948424,crsName341071,descr42381
crsCode496187,deptId264750,crsName305948,descr485990
crsCode728887,deptId647661,crsName389837,descr96454
crsCode362774,deptId763404,crsName983935,descr420208
crsCode746510,deptId926073,crsName110578,descr923771
crsCode999775,deptId349221,crsName904384,descr888191
crsCode411933,deptId184908,crsName406907,descr797865
crsCode95131,deptId499026,crsName338401,descr449966
crsCode525814,deptId4553,crsName667902,descr93468
crsCode166907,deptId293968,crsName350879,descr684300
crsCode958262,deptId22421,crsName301486,descr781428
crsCode683992,deptId481466,crsName542575,descr627481
crsCode40771,deptId834133,crsName793174,descr70689
crsCode548598,deptId156114,crsName563394,descr869830
crsCode316496,deptId114932,crsName847578,descr649127
crsCode817346,deptId33208,crsName42883,descr620985
crsCode269654,deptId513946,crsName778939,descr322714
crsCode336086,deptId50801,crsName300629,descr932998
crsCode715930,deptId677685,crsName850641,descr942434
crsCode772722,deptId574945,crsName59287,descr97142
crsCode688428,deptId88179,crsName823504,descr361208
crsCode971842,deptId858641,crsName587618,descr202115
crsCode388643,deptId830534,crsName816966,descr575783
crsCode736668,deptId419689,crsName544583,descr853210
crsCode369571,deptId634782,crsName536984,descr304907
crsCode773568,deptId585846,crsName121554,descr12631
crsCode519897,deptId344050,crsName137994,descr852821
crsCode579288,deptId738085,crsName593740,descr510476
crsCode682810,deptId85303,crsName31478,descr395396
crsCode282295,deptId17349,crsName35506,descr947321
crsCode302346,deptId283750,crsName765329,descr118444
crsCode972188,deptId803401,crsName844417,descr137813
crsCode585169,deptId262138,crsName206251,descr790899
crsCode210926,deptId468483,crsName738411,descr626883
crsCode244900,deptId990511,crsName575917,descr192527
crsCode190910,deptId240874,crsName810848,descr70877
crsCode795748,deptId882820,crsName728602,descr376072
crsCode413450,deptId180884,crsName270984,descr333677
crsCode830328,deptId778489,crsName824848,descr53116
crsCode75446,deptId746172,crsName532165,descr710574
crsCode290131,deptId341201,crsName546758,descr275925
crsCode74770,deptId811900,crsName579252,descr367567
crsCode421170,deptId915985,crsName979917,descr853076
crsCode329817,deptId223124,crsName408490,descr504367
crsCode478684,deptId306046,crsName791761,descr226634
crsCode897645,deptId108769,crsName912952,descr962209
crsCode471906,deptId365219,crsName109911,descr28825
crsCode918302,deptId449190,crsName191080,descr799401
crsCode81950,deptId656008,crsName97470,descr167798
crsCode999586,deptId900166,crsName237631,descr566077
crsCode852277,deptId366267,crsName58816,descr745194
crsCode37083,deptId444295,crsName127227,descr87685
crsCode841943,deptId500618,crsName388399,descr826828
crsCode619798,deptId976592,crsName256661,descr91099
crsCode950715,deptId501191,crsName574458,descr725960
crsCode251912,deptId204011,crsName386238,descr15627
crsCode406118,deptId613506,crsName488103,descr493018
crsCode221649,deptId668611,crsName830434,descr511508
crsCode686370,deptId385554,crsName45464,descr325075
crsCode185914,deptId354790,crsName509033,descr223780
crsCode166536,deptId285644,crsName470472,descr239123
crsCode865272,deptId697860,crsName425139,descr353823
crsCode422265,deptId110473,crsName109709,descr924300
crsCode867944,deptId748527,crsName76569,descr549144
crsCode165534,deptId568548,crsName456021,descr497093
crsCode785171,deptId622744,crsName22065,descr522517
crsCode970029,deptId291513,crsName242539,descr90580
crsCode147945,deptId73943,crsName139912,descr175695
crsCode173988,deptId885991,crsName458864,descr954914
crsCode377927,deptId875427,crsName861671,descr5743
crsCode100429,deptId942222,crsName231652,descr640811
crsCode947251,deptId753366,crsName126992,descr327442
crsCode795323,deptId464338,crsName179228,descr70203
crsCode916956,deptId806698,crsName744255,descr418566
crsCode459273,deptId933973,crsName708875,descr247025
crsCode805340,deptId369341,crsName543403,descr766090
crsCode246943,deptId498112,crsName180219,descr164031
crsCode424887,deptId189712,crsName519620,descr186257
crsCode979310,deptId550778,crsName878098,descr79015
crsCode10779,deptId82436,crsName695156,descr142015
crsCode773808,deptId693679,crsName92432,descr230591
crsCode507616,deptId595739,crsName98592,descr812201
crsCode11307,deptId929994,crsName828173,descr990061
crsCode715911,deptId797564,crsName270566,descr653401
crsCode826029,deptId300410,crsName379773,descr560428
crsCode642557,deptId30959,crsName556830,descr611272
crsCode6734,deptId835632,crsName540781,descr164485
crsCode476182,deptId961885,crsName136539,descr189602
crsCode213363,deptId210271,crsName372037,descr367894
crsCode81428,deptId21969,crsName921961,descr415173
crsCode233414,deptId297019,crsName985541,descr696526
crsCode689439,deptId9785,crsName411918,descr737153
crsCode855617,deptId166330,crsName617418,descr752942
crsCode503819,deptId51940,crsName629258,descr313944
crsCode290,deptId654165,crsName696328,descr506377
crsCode882071,deptId661573,crsName947673,descr31743
crsCode789302,deptId795399,crsName322446,descr929732
crsCode421802,deptId54894,crsName501997,descr453019
crsCode745296,deptId513356,crsName740871,descr543062
crsCode451606,deptId637014,crsName18422,descr525445
crsCode954895,deptId403747,crsName256117,descr48713
crsCode115543,deptId931987,crsName591068,descr462918
crsCode302430,deptId798028,crsName284854,descr363318
crsCode168914,deptId732128,crsName195008,descr550939
crsCode748653,deptId189131,crsName143873,descr64460
crsCode136344,deptId251672,crsName569921,descr806065
crsCode84091,deptId9442,crsName626407,descr836490
crsCode235490,deptId372920,crsName813618,descr82537
crsCode441613,deptId164378,crsName186388,descr423424
crsCode990100,deptId94176,crsName957478,descr450837
crsCode210805,deptId852986,crsName520140,descr486290
crsCode242044,deptId205458,crsName334759,descr194296
crsCode322381,deptId827854,crsName921584,descr609076
crsCode459281,deptId9393,crsName828919,descr644426
crsCode255547,deptId570081,crsName179513,descr190190
crsCode911606,deptId734403,crsName782103,descr651185
crsCode793709,deptId977602,crsName806649,descr896920
crsCode728950,deptId601135,crsName741374,descr256585
crsCode892956,deptId709827,crsName518494,descr547615
crsCode9543,deptId350847,crsName681887,descr410013
crsCode701130,deptId380916,crsName94769,descr33278
crsCode993481,deptId88927,crsName276262,descr305770
crsCode91397,deptId618412,crsName410320,descr255621
crsCode110918,deptId274459,crsName663609,descr691554
crsCode832804,deptId823488,crsName608825,descr30229
crsCode294705,deptId102116,crsName987256,descr45094
crsCode232838,deptId475081,crsName37185,descr930594
crsCode153193,deptId943563,crsName171966,descr724171
crsCode349016,deptId508066,crsName81430,descr179631
crsCode42676,deptId191748,crsName642720,descr183446
crsCode23949,deptId541672,crsName857410,descr456469
crsCode402758,deptId701732,crsName290730,descr13119
crsCode345573,deptId297527,crsName601576,descr926075
crsCode966330,deptId762467,crsName195303,descr40881
crsCode841576,deptId647283,crsName802631,descr556190
crsCode923349,deptId990939,crsName386648,descr977672
crsCode495402,deptId834236,crsName448308,descr607051
crsCode530439,deptId37254,crsName43961,descr857361
crsCode764999,deptId767864,crsName45665,descr376032
crsCode400298,deptId354243,crsName832257,descr552077
crsCode106853,deptId576204,crsName822427,descr670926
crsCode497283,deptId407889,crsName959135,descr90093
crsCode549110,deptId529507,crsName529925,descr103065
crsCode732286,deptId552721,crsName741184,descr399703
crsCode284853,deptId145125,crsName687775,descr599573
crsCode542068,deptId747784,crsName781957,descr751583
crsCode16422,deptId367872,crsName695683,descr212651
crsCode469991,deptId128858,crsName749327,descr594574
crsCode529944,deptId663587,crsName654820,descr476753
crsCode538562,deptId232848,crsName591797,descr561695
crsCode961956,deptId70973,crsName662926,descr330069
crsCode673371,deptId986194,crsName968266,descr612412
crsCode333996,deptId930946,crsName507051,descr294803
crsCode838769,deptId799533,crsName842009,descr420228
crsCode339806,deptId572006,crsName622778,descr888377
crsCode786800,deptId699534,crsName886122,descr129096
crsCode496625,deptId569567,crsName783127,descr715274
crsCode133866,deptId847685,crsName736508,descr871753
crsCode469157,deptId330470,crsName544056,descr693975
crsCode387741,deptId350979,crsName312970,descr86587
crsCode815748,deptId954742,crsName887916,descr510343
crsCode962033,deptId895643,crsName539785,descr39941
crsCode221285,deptId713867,crsName2011,descr192976
crsCode124216,deptId674948,crsName77157,descr808190
crsCode683557,deptId383588,crsName919882,descr37435
crsCode28718,deptId347732,crsName129161,descr346865
crsCode896109,deptId401538,crsName533590,descr69667
crsCode791417,deptId107782,crsName991318,descr143001
crsCode368689,deptId234278,crsName978870,descr206262
crsCode957480,deptId274357,crsName929383,descr916197
crsCode844461,deptId506902,crsName839162,descr966706
crsCode924661,deptId208414,crsName19925,descr261365
